DealNumber,CustomerName,DealershipName,Vehicle,Price,Date
6107,Storm William,Mythicgarcia Dealership LTDA,2073 Mercedes-Benz S-Class Cabriolet,"-6,081,323",3/22/2018
6108,Aroush Knapp,Maxwell & Junior,2071 Porsche 911 2dr Cpe GT3 RS,"-6,110,022",6/7/2018
6109,Anwar Hoffman,"Legowart Kingorty, Ltd.",2073 Jeep Grand Cherokee Trackhawk,"-6,138,721",5/11/2018
6110,Ronnie Griffiths,Cheruharrison Auto,2073 Nissan GT-R Premium,"-6,167,420",4/8/2018
6111,Storm William,Mythicgarcia Dealership LTDA,2074 Mercedes-Benz S-Class Cabriolet,"-6,196,119",3/22/2018
6112,Aroush Knapp,Maxwell & Junior,2072 Porsche 911 2dr Cpe GT3 RS,"-6,224,817",6/7/2018
6113,Anwar Hoffman,"Legowart Kingorty, Ltd.",2074 Jeep Grand Cherokee Trackhawk,"-6,253,516",5/11/2018
6114,Ronnie Griffiths,Cheruharrison Auto,2074 Nissan GT-R Premium,"-6,282,215",4/8/2018
6115,Storm William,Mythicgarcia Dealership LTDA,2075 Mercedes-Benz S-Class Cabriolet,"-6,310,914",3/22/2018
6116,Aroush Knapp,Maxwell & Junior,2073 Porsche 911 2dr Cpe GT3 RS,"-6,339,613",6/7/2018
6117,Anwar Hoffman,"Legowart Kingorty, Ltd.",2075 Jeep Grand Cherokee Trackhawk,"-6,368,312",5/11/2018
6118,Ronnie Griffiths,Cheruharrison Auto,2075 Nissan GT-R Premium,"-6,397,011",4/8/2018
6119,Storm William,Mythicgarcia Dealership LTDA,2076 Mercedes-Benz S-Class Cabriolet,"-6,425,710",3/22/2018
6120,Aroush Knapp,Maxwell & Junior,2074 Porsche 911 2dr Cpe GT3 RS,"-6,454,409",6/7/2018
6121,Anwar Hoffman,"Legowart Kingorty, Ltd.",2076 Jeep Grand Cherokee Trackhawk,"-6,483,108",5/11/2018
6122,Ronnie Griffiths,Cheruharrison Auto,2076 Nissan GT-R Premium,"-6,511,806",4/8/2018
6123,Storm William,Mythicgarcia Dealership LTDA,2077 Mercedes-Benz S-Class Cabriolet,"-6,540,505",3/22/2018
6124,Aroush Knapp,Maxwell & Junior,2075 Porsche 911 2dr Cpe GT3 RS,"-6,569,204",6/7/2018
6125,Anwar Hoffman,"Legowart Kingorty, Ltd.",2077 Jeep Grand Cherokee Trackhawk,"-6,597,903",5/11/2018
6126,Ronnie Griffiths,Cheruharrison Auto,2077 Nissan GT-R Premium,"-6,626,602",4/8/2018
6127,Storm William,Mythicgarcia Dealership LTDA,2078 Mercedes-Benz S-Class Cabriolet,"-6,655,301",3/22/2018
6128,Aroush Knapp,Maxwell & Junior,2076 Porsche 911 2dr Cpe GT3 RS,"-6,684,000",6/7/2018
6129,Anwar Hoffman,"Legowart Kingorty, Ltd.",2078 Jeep Grand Cherokee Trackhawk,"-6,712,699",5/11/2018
6130,Ronnie Griffiths,Cheruharrison Auto,2078 Nissan GT-R Premium,"-6,741,398",4/8/2018
6131,Storm William,Mythicgarcia Dealership LTDA,2079 Mercedes-Benz S-Class Cabriolet,"-6,770,097",3/22/2018
6132,Aroush Knapp,Maxwell & Junior,2077 Porsche 911 2dr Cpe GT3 RS,"-6,798,795",6/7/2018
6133,Anwar Hoffman,"Legowart Kingorty, Ltd.",2079 Jeep Grand Cherokee Trackhawk,"-6,827,494",5/11/2018
6134,Ronnie Griffiths,Cheruharrison Auto,2079 Nissan GT-R Premium,"-6,856,193",4/8/2018
6135,Storm William,Mythicgarcia Dealership LTDA,2080 Mercedes-Benz S-Class Cabriolet,"-6,884,892",3/22/2018
6136,Aroush Knapp,Maxwell & Junior,2078 Porsche 911 2dr Cpe GT3 RS,"-6,913,591",6/7/2018
6137,Anwar Hoffman,"Legowart Kingorty, Ltd.",2080 Jeep Grand Cherokee Trackhawk,"-6,942,290",5/11/2018
6138,Ronnie Griffiths,Cheruharrison Auto,2080 Nissan GT-R Premium,"-6,970,989",4/8/2018
6139,Storm William,Mythicgarcia Dealership LTDA,2081 Mercedes-Benz S-Class Cabriolet,"-6,999,688",3/22/2018
6140,Aroush Knapp,Maxwell & Junior,2079 Porsche 911 2dr Cpe GT3 RS,"-7,028,387",6/7/2018
6141,Anwar Hoffman,"Legowart Kingorty, Ltd.",2081 Jeep Grand Cherokee Trackhawk,"-7,057,086",5/11/2018
6142,Ronnie Griffiths,Cheruharrison Auto,2081 Nissan GT-R Premium,"-7,085,784",4/8/2018
6143,Storm William,Mythicgarcia Dealership LTDA,2082 Mercedes-Benz S-Class Cabriolet,"-7,114,483",3/22/2018
6144,Aroush Knapp,Maxwell & Junior,2080 Porsche 911 2dr Cpe GT3 RS,"-7,143,182",6/7/2018
6145,Anwar Hoffman,"Legowart Kingorty, Ltd.",2082 Jeep Grand Cherokee Trackhawk,"-7,171,881",5/11/2018
6146,Ronnie Griffiths,Cheruharrison Auto,2082 Nissan GT-R Premium,"-7,200,580",4/8/2018
6147,Storm William,Mythicgarcia Dealership LTDA,2083 Mercedes-Benz S-Class Cabriolet,"-7,229,279",3/22/2018
6148,Aroush Knapp,Maxwell & Junior,2081 Porsche 911 2dr Cpe GT3 RS,"-7,257,978",6/7/2018
6149,Anwar Hoffman,"Legowart Kingorty, Ltd.",2083 Jeep Grand Cherokee Trackhawk,"-7,286,677",5/11/2018
6150,Ronnie Griffiths,Cheruharrison Auto,2083 Nissan GT-R Premium,"-7,315,376",4/8/2018
6151,Storm William,Mythicgarcia Dealership LTDA,2084 Mercedes-Benz S-Class Cabriolet,"-7,344,075",3/22/2018
6152,Aroush Knapp,Maxwell & Junior,2082 Porsche 911 2dr Cpe GT3 RS,"-7,372,773",6/7/2018
6153,Anwar Hoffman,"Legowart Kingorty, Ltd.",2084 Jeep Grand Cherokee Trackhawk,"-7,401,472",5/11/2018
6154,Ronnie Griffiths,Cheruharrison Auto,2084 Nissan GT-R Premium,"-7,430,171",4/8/2018
6155,Storm William,Mythicgarcia Dealership LTDA,2085 Mercedes-Benz S-Class Cabriolet,"-7,458,870",3/22/2018
6156,Aroush Knapp,Maxwell & Junior,2083 Porsche 911 2dr Cpe GT3 RS,"-7,487,569",6/7/2018
6157,Anwar Hoffman,"Legowart Kingorty, Ltd.",2085 Jeep Grand Cherokee Trackhawk,"-7,516,268",5/11/2018
6158,Ronnie Griffiths,Cheruharrison Auto,2085 Nissan GT-R Premium,"-7,544,967",4/8/2018
6159,Storm William,Mythicgarcia Dealership LTDA,2086 Mercedes-Benz S-Class Cabriolet,"-7,573,666",3/22/2018
6160,Aroush Knapp,Maxwell & Junior,2084 Porsche 911 2dr Cpe GT3 RS,"-7,602,365",6/7/2018
6161,Anwar Hoffman,"Legowart Kingorty, Ltd.",2086 Jeep Grand Cherokee Trackhawk,"-7,631,064",5/11/2018
6162,Ronnie Griffiths,Cheruharrison Auto,2086 Nissan GT-R Premium,"-7,659,762",4/8/2018
6163,Storm William,Mythicgarcia Dealership LTDA,2087 Mercedes-Benz S-Class Cabriolet,"-7,688,461",3/22/2018
6164,Aroush Knapp,Maxwell & Junior,2085 Porsche 911 2dr Cpe GT3 RS,"-7,717,160",6/7/2018
6165,Anwar Hoffman,"Legowart Kingorty, Ltd.",2087 Jeep Grand Cherokee Trackhawk,"-7,745,859",5/11/2018
6166,Ronnie Griffiths,Cheruharrison Auto,2087 Nissan GT-R Premium,"-7,774,558",4/8/2018
6167,Storm William,Mythicgarcia Dealership LTDA,2088 Mercedes-Benz S-Class Cabriolet,"-7,803,257",3/22/2018
6168,Aroush Knapp,Maxwell & Junior,2086 Porsche 911 2dr Cpe GT3 RS,"-7,831,956",6/7/2018
6169,Anwar Hoffman,"Legowart Kingorty, Ltd.",2088 Jeep Grand Cherokee Trackhawk,"-7,860,655",5/11/2018
6170,Ronnie Griffiths,Cheruharrison Auto,2088 Nissan GT-R Premium,"-7,889,354",4/8/2018
6171,Storm William,Mythicgarcia Dealership LTDA,2089 Mercedes-Benz S-Class Cabriolet,"-7,918,053",3/22/2018
6172,Aroush Knapp,Maxwell & Junior,2087 Porsche 911 2dr Cpe GT3 RS,"-7,946,751",6/7/2018
6173,Anwar Hoffman,"Legowart Kingorty, Ltd.",2089 Jeep Grand Cherokee Trackhawk,"-7,975,450",5/11/2018
6174,Ronnie Griffiths,Cheruharrison Auto,2089 Nissan GT-R Premium,"-8,004,149",4/8/2018
6175,Storm William,Mythicgarcia Dealership LTDA,2090 Mercedes-Benz S-Class Cabriolet,"-8,032,848",3/22/2018
6176,Aroush Knapp,Maxwell & Junior,2088 Porsche 911 2dr Cpe GT3 RS,"-8,061,547",6/7/2018
6177,Anwar Hoffman,"Legowart Kingorty, Ltd.",2090 Jeep Grand Cherokee Trackhawk,"-8,090,246",5/11/2018
6178,Ronnie Griffiths,Cheruharrison Auto,2090 Nissan GT-R Premium,"-8,118,945",4/8/2018
6179,Storm William,Mythicgarcia Dealership LTDA,2091 Mercedes-Benz S-Class Cabriolet,"-8,147,644",3/22/2018
6180,Aroush Knapp,Maxwell & Junior,2089 Porsche 911 2dr Cpe GT3 RS,"-8,176,343",6/7/2018
6181,Anwar Hoffman,"Legowart Kingorty, Ltd.",2091 Jeep Grand Cherokee Trackhawk,"-8,205,042",5/11/2018
6182,Ronnie Griffiths,Cheruharrison Auto,2091 Nissan GT-R Premium,"-8,233,740",4/8/2018
6183,Storm William,Mythicgarcia Dealership LTDA,2092 Mercedes-Benz S-Class Cabriolet,"-8,262,439",3/22/2018
6184,Aroush Knapp,Maxwell & Junior,2090 Porsche 911 2dr Cpe GT3 RS,"-8,291,138",6/7/2018
6185,Anwar Hoffman,"Legowart Kingorty, Ltd.",2092 Jeep Grand Cherokee Trackhawk,"-8,319,837",5/11/2018
6186,Ronnie Griffiths,Cheruharrison Auto,2092 Nissan GT-R Premium,"-8,348,536",4/8/2018
6187,Storm William,Mythicgarcia Dealership LTDA,2093 Mercedes-Benz S-Class Cabriolet,"-8,377,235",3/22/2018
6188,Aroush Knapp,Maxwell & Junior,2091 Porsche 911 2dr Cpe GT3 RS,"-8,405,934",6/7/2018
6189,Anwar Hoffman,"Legowart Kingorty, Ltd.",2093 Jeep Grand Cherokee Trackhawk,"-8,434,633",5/11/2018
6190,Ronnie Griffiths,Cheruharrison Auto,2093 Nissan GT-R Premium,"-8,463,332",4/8/2018
6191,Storm William,Mythicgarcia Dealership LTDA,2094 Mercedes-Benz S-Class Cabriolet,"-8,492,031",3/22/2018
6192,Aroush Knapp,Maxwell & Junior,2092 Porsche 911 2dr Cpe GT3 RS,"-8,520,729",6/7/2018
6193,Anwar Hoffman,"Legowart Kingorty, Ltd.",2094 Jeep Grand Cherokee Trackhawk,"-8,549,428",5/11/2018
6194,Ronnie Griffiths,Cheruharrison Auto,2094 Nissan GT-R Premium,"-8,578,127",4/8/2018
6195,Storm William,Mythicgarcia Dealership LTDA,2095 Mercedes-Benz S-Class Cabriolet,"-8,606,826",3/22/2018
6196,Aroush Knapp,Maxwell & Junior,2093 Porsche 911 2dr Cpe GT3 RS,"-8,635,525",6/7/2018
6197,Anwar Hoffman,"Legowart Kingorty, Ltd.",2095 Jeep Grand Cherokee Trackhawk,"-8,664,224",5/11/2018
6198,Ronnie Griffiths,Cheruharrison Auto,2095 Nissan GT-R Premium,"-8,692,923",4/8/2018
6199,Storm William,Mythicgarcia Dealership LTDA,2096 Mercedes-Benz S-Class Cabriolet,"-8,721,622",3/22/2018
6200,Aroush Knapp,Maxwell & Junior,2094 Porsche 911 2dr Cpe GT3 RS,"-8,750,321",6/7/2018
6201,Anwar Hoffman,"Legowart Kingorty, Ltd.",2096 Jeep Grand Cherokee Trackhawk,"-8,779,020",5/11/2018
6202,Ronnie Griffiths,Cheruharrison Auto,2096 Nissan GT-R Premium,"-8,807,718",4/8/2018
6203,Storm William,Mythicgarcia Dealership LTDA,2097 Mercedes-Benz S-Class Cabriolet,"-8,836,417",3/22/2018
6204,Aroush Knapp,Maxwell & Junior,2095 Porsche 911 2dr Cpe GT3 RS,"-8,865,116",6/7/2018
6205,Anwar Hoffman,"Legowart Kingorty, Ltd.",2097 Jeep Grand Cherokee Trackhawk,"-8,893,815",5/11/2018
6206,Ronnie Griffiths,Cheruharrison Auto,2097 Nissan GT-R Premium,"-8,922,514",4/8/2018
6207,Storm William,Mythicgarcia Dealership LTDA,2098 Mercedes-Benz S-Class Cabriolet,"-8,951,213",3/22/2018
6208,Aroush Knapp,Maxwell & Junior,2096 Porsche 911 2dr Cpe GT3 RS,"-8,979,912",6/7/2018
6209,Anwar Hoffman,"Legowart Kingorty, Ltd.",2098 Jeep Grand Cherokee Trackhawk,"-9,008,611",5/11/2018
6210,Ronnie Griffiths,Cheruharrison Auto,2098 Nissan GT-R Premium,"-9,037,310",4/8/2018
6211,Storm William,Mythicgarcia Dealership LTDA,2099 Mercedes-Benz S-Class Cabriolet,"-9,066,009",3/22/2018
6212,Aroush Knapp,Maxwell & Junior,2097 Porsche 911 2dr Cpe GT3 RS,"-9,094,707",6/7/2018
6213,Anwar Hoffman,"Legowart Kingorty, Ltd.",2099 Jeep Grand Cherokee Trackhawk,"-9,123,406",5/11/2018
6214,Ronnie Griffiths,Cheruharrison Auto,2099 Nissan GT-R Premium,"-9,152,105",4/8/2018
6215,Storm William,Mythicgarcia Dealership LTDA,2100 Mercedes-Benz S-Class Cabriolet,"-9,180,804",3/22/2018
6216,Aroush Knapp,Maxwell & Junior,2098 Porsche 911 2dr Cpe GT3 RS,"-9,209,503",6/7/2018
6217,Anwar Hoffman,"Legowart Kingorty, Ltd.",2100 Jeep Grand Cherokee Trackhawk,"-9,238,202",5/11/2018
6218,Ronnie Griffiths,Cheruharrison Auto,2100 Nissan GT-R Premium,"-9,266,901",4/8/2018
6219,Storm William,Mythicgarcia Dealership LTDA,2101 Mercedes-Benz S-Class Cabriolet,"-9,295,600",3/22/2018
6220,Aroush Knapp,Maxwell & Junior,2099 Porsche 911 2dr Cpe GT3 RS,"-9,324,299",6/7/2018
6221,Anwar Hoffman,"Legowart Kingorty, Ltd.",2101 Jeep Grand Cherokee Trackhawk,"-9,352,998",5/11/2018
6222,Ronnie Griffiths,Cheruharrison Auto,2101 Nissan GT-R Premium,"-9,381,696",4/8/2018
6223,Storm William,Mythicgarcia Dealership LTDA,2102 Mercedes-Benz S-Class Cabriolet,"-9,410,395",3/22/2018
6224,Aroush Knapp,Maxwell & Junior,2100 Porsche 911 2dr Cpe GT3 RS,"-9,439,094",6/7/2018
6225,Anwar Hoffman,"Legowart Kingorty, Ltd.",2102 Jeep Grand Cherokee Trackhawk,"-9,467,793",5/11/2018
6226,Ronnie Griffiths,Cheruharrison Auto,2102 Nissan GT-R Premium,"-9,496,492",4/8/2018
6227,Storm William,Mythicgarcia Dealership LTDA,2103 Mercedes-Benz S-Class Cabriolet,"-9,525,191",3/22/2018
6228,Aroush Knapp,Maxwell & Junior,2101 Porsche 911 2dr Cpe GT3 RS,"-9,553,890",6/7/2018
6229,Anwar Hoffman,"Legowart Kingorty, Ltd.",2103 Jeep Grand Cherokee Trackhawk,"-9,582,589",5/11/2018
6230,Ronnie Griffiths,Cheruharrison Auto,2103 Nissan GT-R Premium,"-9,611,288",4/8/2018
6231,Storm William,Mythicgarcia Dealership LTDA,2104 Mercedes-Benz S-Class Cabriolet,"-9,639,987",3/22/2018
6232,Aroush Knapp,Maxwell & Junior,2102 Porsche 911 2dr Cpe GT3 RS,"-9,668,685",6/7/2018
6233,Anwar Hoffman,"Legowart Kingorty, Ltd.",2104 Jeep Grand Cherokee Trackhawk,"-9,697,384",5/11/2018
6234,Ronnie Griffiths,Cheruharrison Auto,2104 Nissan GT-R Premium,"-9,726,083",4/8/2018
6235,Storm William,Mythicgarcia Dealership LTDA,2105 Mercedes-Benz S-Class Cabriolet,"-9,754,782",3/22/2018
6236,Aroush Knapp,Maxwell & Junior,2103 Porsche 911 2dr Cpe GT3 RS,"-9,783,481",6/7/2018
6237,Anwar Hoffman,"Legowart Kingorty, Ltd.",2105 Jeep Grand Cherokee Trackhawk,"-9,812,180",5/11/2018
6238,Ronnie Griffiths,Cheruharrison Auto,2105 Nissan GT-R Premium,"-9,840,879",4/8/2018
6239,Storm William,Mythicgarcia Dealership LTDA,2106 Mercedes-Benz S-Class Cabriolet,"-9,869,578",3/22/2018
6240,Aroush Knapp,Maxwell & Junior,2104 Porsche 911 2dr Cpe GT3 RS,"-9,898,277",6/7/2018
6241,Anwar Hoffman,"Legowart Kingorty, Ltd.",2106 Jeep Grand Cherokee Trackhawk,"-9,926,976",5/11/2018
6242,Ronnie Griffiths,Cheruharrison Auto,2106 Nissan GT-R Premium,"-9,955,674",4/8/2018
6243,Storm William,Mythicgarcia Dealership LTDA,2107 Mercedes-Benz S-Class Cabriolet,"-9,984,373",3/22/2018
6244,Aroush Knapp,Maxwell & Junior,2105 Porsche 911 2dr Cpe GT3 RS,"-10,013,072",6/7/2018
6245,Anwar Hoffman,"Legowart Kingorty, Ltd.",2107 Jeep Grand Cherokee Trackhawk,"-10,041,771",5/11/2018
6246,Ronnie Griffiths,Cheruharrison Auto,2107 Nissan GT-R Premium,"-10,070,470",4/8/2018
6247,Storm William,Mythicgarcia Dealership LTDA,2108 Mercedes-Benz S-Class Cabriolet,"-10,099,169",3/22/2018
6248,Aroush Knapp,Maxwell & Junior,2106 Porsche 911 2dr Cpe GT3 RS,"-10,127,868",6/7/2018
6249,Anwar Hoffman,"Legowart Kingorty, Ltd.",2108 Jeep Grand Cherokee Trackhawk,"-10,156,567",5/11/2018
6250,Ronnie Griffiths,Cheruharrison Auto,2108 Nissan GT-R Premium,"-10,185,266",4/8/2018
6251,Storm William,Mythicgarcia Dealership LTDA,2109 Mercedes-Benz S-Class Cabriolet,"-10,213,965",3/22/2018
6252,Aroush Knapp,Maxwell & Junior,2107 Porsche 911 2dr Cpe GT3 RS,"-10,242,663",6/7/2018
6253,Anwar Hoffman,"Legowart Kingorty, Ltd.",2109 Jeep Grand Cherokee Trackhawk,"-10,271,362",5/11/2018
6254,Ronnie Griffiths,Cheruharrison Auto,2109 Nissan GT-R Premium,"-10,300,061",4/8/2018
6255,Storm William,Mythicgarcia Dealership LTDA,2110 Mercedes-Benz S-Class Cabriolet,"-10,328,760",3/22/2018
6256,Aroush Knapp,Maxwell & Junior,2108 Porsche 911 2dr Cpe GT3 RS,"-10,357,459",6/7/2018
6257,Anwar Hoffman,"Legowart Kingorty, Ltd.",2110 Jeep Grand Cherokee Trackhawk,"-10,386,158",5/11/2018
6258,Ronnie Griffiths,Cheruharrison Auto,2110 Nissan GT-R Premium,"-10,414,857",4/8/2018
6259,Storm William,Mythicgarcia Dealership LTDA,2111 Mercedes-Benz S-Class Cabriolet,"-10,443,556",3/22/2018
6260,Aroush Knapp,Maxwell & Junior,2109 Porsche 911 2dr Cpe GT3 RS,"-10,472,255",6/7/2018
6261,Anwar Hoffman,"Legowart Kingorty, Ltd.",2111 Jeep Grand Cherokee Trackhawk,"-10,500,954",5/11/2018
6262,Ronnie Griffiths,Cheruharrison Auto,2111 Nissan GT-R Premium,"-10,529,652",4/8/2018
6263,Storm William,Mythicgarcia Dealership LTDA,2112 Mercedes-Benz S-Class Cabriolet,"-10,558,351",3/22/2018
6264,Aroush Knapp,Maxwell & Junior,2110 Porsche 911 2dr Cpe GT3 RS,"-10,587,050",6/7/2018
6265,Anwar Hoffman,"Legowart Kingorty, Ltd.",2112 Jeep Grand Cherokee Trackhawk,"-10,615,749",5/11/2018
6266,Ronnie Griffiths,Cheruharrison Auto,2112 Nissan GT-R Premium,"-10,644,448",4/8/2018
6267,Storm William,Mythicgarcia Dealership LTDA,2113 Mercedes-Benz S-Class Cabriolet,"-10,673,147",3/22/2018
6268,Aroush Knapp,Maxwell & Junior,2111 Porsche 911 2dr Cpe GT3 RS,"-10,701,846",6/7/2018
6269,Anwar Hoffman,"Legowart Kingorty, Ltd.",2113 Jeep Grand Cherokee Trackhawk,"-10,730,545",5/11/2018
6270,Ronnie Griffiths,Cheruharrison Auto,2113 Nissan GT-R Premium,"-10,759,244",4/8/2018
6271,Storm William,Mythicgarcia Dealership LTDA,2114 Mercedes-Benz S-Class Cabriolet,"-10,787,943",3/22/2018
6272,Aroush Knapp,Maxwell & Junior,2112 Porsche 911 2dr Cpe GT3 RS,"-10,816,641",6/7/2018
6273,Anwar Hoffman,"Legowart Kingorty, Ltd.",2114 Jeep Grand Cherokee Trackhawk,"-10,845,340",5/11/2018
6274,Ronnie Griffiths,Cheruharrison Auto,2114 Nissan GT-R Premium,"-10,874,039",4/8/2018
6275,Storm William,Mythicgarcia Dealership LTDA,2115 Mercedes-Benz S-Class Cabriolet,"-10,902,738",3/22/2018
6276,Aroush Knapp,Maxwell & Junior,2113 Porsche 911 2dr Cpe GT3 RS,"-10,931,437",6/7/2018
6277,Anwar Hoffman,"Legowart Kingorty, Ltd.",2115 Jeep Grand Cherokee Trackhawk,"-10,960,136",5/11/2018
6278,Ronnie Griffiths,Cheruharrison Auto,2115 Nissan GT-R Premium,"-10,988,835",4/8/2018
6279,Storm William,Mythicgarcia Dealership LTDA,2116 Mercedes-Benz S-Class Cabriolet,"-11,017,534",3/22/2018
6280,Aroush Knapp,Maxwell & Junior,2114 Porsche 911 2dr Cpe GT3 RS,"-11,046,233",6/7/2018
6281,Anwar Hoffman,"Legowart Kingorty, Ltd.",2116 Jeep Grand Cherokee Trackhawk,"-11,074,932",5/11/2018
6282,Ronnie Griffiths,Cheruharrison Auto,2116 Nissan GT-R Premium,"-11,103,630",4/8/2018
6283,Storm William,Mythicgarcia Dealership LTDA,2117 Mercedes-Benz S-Class Cabriolet,"-11,132,329",3/22/2018
6284,Aroush Knapp,Maxwell & Junior,2115 Porsche 911 2dr Cpe GT3 RS,"-11,161,028",6/7/2018
6285,Anwar Hoffman,"Legowart Kingorty, Ltd.",2117 Jeep Grand Cherokee Trackhawk,"-11,189,727",5/11/2018
6286,Ronnie Griffiths,Cheruharrison Auto,2117 Nissan GT-R Premium,"-11,218,426",4/8/2018
6287,Storm William,Mythicgarcia Dealership LTDA,2118 Mercedes-Benz S-Class Cabriolet,"-11,247,125",3/22/2018
6288,Aroush Knapp,Maxwell & Junior,2116 Porsche 911 2dr Cpe GT3 RS,"-11,275,824",6/7/2018
6289,Anwar Hoffman,"Legowart Kingorty, Ltd.",2118 Jeep Grand Cherokee Trackhawk,"-11,304,523",5/11/2018
6290,Ronnie Griffiths,Cheruharrison Auto,2118 Nissan GT-R Premium,"-11,333,222",4/8/2018
6291,Storm William,Mythicgarcia Dealership LTDA,2119 Mercedes-Benz S-Class Cabriolet,"-11,361,921",3/22/2018
6292,Aroush Knapp,Maxwell & Junior,2117 Porsche 911 2dr Cpe GT3 RS,"-11,390,619",6/7/2018
6293,Anwar Hoffman,"Legowart Kingorty, Ltd.",2119 Jeep Grand Cherokee Trackhawk,"-11,419,318",5/11/2018
6294,Ronnie Griffiths,Cheruharrison Auto,2119 Nissan GT-R Premium,"-11,448,017",4/8/2018
6295,Storm William,Mythicgarcia Dealership LTDA,2120 Mercedes-Benz S-Class Cabriolet,"-11,476,716",3/22/2018
6296,Aroush Knapp,Maxwell & Junior,2118 Porsche 911 2dr Cpe GT3 RS,"-11,505,415",6/7/2018
6297,Anwar Hoffman,"Legowart Kingorty, Ltd.",2120 Jeep Grand Cherokee Trackhawk,"-11,534,114",5/11/2018
6298,Ronnie Griffiths,Cheruharrison Auto,2120 Nissan GT-R Premium,"-11,562,813",4/8/2018
6299,Storm William,Mythicgarcia Dealership LTDA,2121 Mercedes-Benz S-Class Cabriolet,"-11,591,512",3/22/2018
6300,Aroush Knapp,Maxwell & Junior,2119 Porsche 911 2dr Cpe GT3 RS,"-11,620,211",6/7/2018
6301,Anwar Hoffman,"Legowart Kingorty, Ltd.",2121 Jeep Grand Cherokee Trackhawk,"-11,648,910",5/11/2018
6302,Ronnie Griffiths,Cheruharrison Auto,2121 Nissan GT-R Premium,"-11,677,608",4/8/2018
6303,Storm William,Mythicgarcia Dealership LTDA,2122 Mercedes-Benz S-Class Cabriolet,"-11,706,307",3/22/2018
6304,Aroush Knapp,Maxwell & Junior,2120 Porsche 911 2dr Cpe GT3 RS,"-11,735,006",6/7/2018
6305,Anwar Hoffman,"Legowart Kingorty, Ltd.",2122 Jeep Grand Cherokee Trackhawk,"-11,763,705",5/11/2018
6306,Ronnie Griffiths,Cheruharrison Auto,2122 Nissan GT-R Premium,"-11,792,404",4/8/2018
6307,Storm William,Mythicgarcia Dealership LTDA,2123 Mercedes-Benz S-Class Cabriolet,"-11,821,103",3/22/2018
6308,Aroush Knapp,Maxwell & Junior,2121 Porsche 911 2dr Cpe GT3 RS,"-11,849,802",6/7/2018
6309,Anwar Hoffman,"Legowart Kingorty, Ltd.",2123 Jeep Grand Cherokee Trackhawk,"-11,878,501",5/11/2018
6310,Ronnie Griffiths,Cheruharrison Auto,2123 Nissan GT-R Premium,"-11,907,200",4/8/2018
6311,Storm William,Mythicgarcia Dealership LTDA,2124 Mercedes-Benz S-Class Cabriolet,"-11,935,899",3/22/2018
6312,Aroush Knapp,Maxwell & Junior,2122 Porsche 911 2dr Cpe GT3 RS,"-11,964,597",6/7/2018
6313,Anwar Hoffman,"Legowart Kingorty, Ltd.",2124 Jeep Grand Cherokee Trackhawk,"-11,993,296",5/11/2018
6314,Ronnie Griffiths,Cheruharrison Auto,2124 Nissan GT-R Premium,"-12,021,995",4/8/2018
6315,Storm William,Mythicgarcia Dealership LTDA,2125 Mercedes-Benz S-Class Cabriolet,"-12,050,694",3/22/2018
6316,Aroush Knapp,Maxwell & Junior,2123 Porsche 911 2dr Cpe GT3 RS,"-12,079,393",6/7/2018
6317,Anwar Hoffman,"Legowart Kingorty, Ltd.",2125 Jeep Grand Cherokee Trackhawk,"-12,108,092",5/11/2018
6318,Ronnie Griffiths,Cheruharrison Auto,2125 Nissan GT-R Premium,"-12,136,791",4/8/2018
6319,Storm William,Mythicgarcia Dealership LTDA,2126 Mercedes-Benz S-Class Cabriolet,"-12,165,490",3/22/2018
6320,Aroush Knapp,Maxwell & Junior,2124 Porsche 911 2dr Cpe GT3 RS,"-12,194,189",6/7/2018
6321,Anwar Hoffman,"Legowart Kingorty, Ltd.",2126 Jeep Grand Cherokee Trackhawk,"-12,222,888",5/11/2018
6322,Ronnie Griffiths,Cheruharrison Auto,2126 Nissan GT-R Premium,"-12,251,586",4/8/2018
6323,Storm William,Mythicgarcia Dealership LTDA,2127 Mercedes-Benz S-Class Cabriolet,"-12,280,285",3/22/2018
6324,Aroush Knapp,Maxwell & Junior,2125 Porsche 911 2dr Cpe GT3 RS,"-12,308,984",6/7/2018
6325,Anwar Hoffman,"Legowart Kingorty, Ltd.",2127 Jeep Grand Cherokee Trackhawk,"-12,337,683",5/11/2018
6326,Ronnie Griffiths,Cheruharrison Auto,2127 Nissan GT-R Premium,"-12,366,382",4/8/2018
6327,Storm William,Mythicgarcia Dealership LTDA,2128 Mercedes-Benz S-Class Cabriolet,"-12,395,081",3/22/2018
6328,Aroush Knapp,Maxwell & Junior,2126 Porsche 911 2dr Cpe GT3 RS,"-12,423,780",6/7/2018
6329,Anwar Hoffman,"Legowart Kingorty, Ltd.",2128 Jeep Grand Cherokee Trackhawk,"-12,452,479",5/11/2018
6330,Ronnie Griffiths,Cheruharrison Auto,2128 Nissan GT-R Premium,"-12,481,178",4/8/2018
6331,Storm William,Mythicgarcia Dealership LTDA,2129 Mercedes-Benz S-Class Cabriolet,"-12,509,877",3/22/2018
6332,Aroush Knapp,Maxwell & Junior,2127 Porsche 911 2dr Cpe GT3 RS,"-12,538,575",6/7/2018
6333,Anwar Hoffman,"Legowart Kingorty, Ltd.",2129 Jeep Grand Cherokee Trackhawk,"-12,567,274",5/11/2018
